Assets,top_left_X,top_left_Y,bottom_right_X,top_right_Y,height,width,total_image_height,total_image_width
39d4594499ca9372338b51f71e0b6681,36.0,36.0,300.0,72.0,36.0,264.0,900.0,600.0
3c35998c3f4a279a008ac3ffd8481fea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-chevy-tap-and-hold-600-1200-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c706a9ad6b0c2ee9295fe40dfa5b0615,40.0,383.0,398.0,498.0,115.0,358.0,500.0,600.0
8b6e13cab4903dffde5588ea2ab0c2a2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-chevy-tap-final-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637244e2ca7b57187bd1b563a5b85846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99558df7a3e64e9b15c34c20f44f038a,148.0,37.0,452.0,112.0,75.0,304.0,900.0,600.0
39825c2c74eae1fd9c73da842617d2da,416.0,799.0,570.0,858.0,59.0,154.0,900.0,600.0
ed9fd46313a5bce5f00d5fd720e5880f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c176d5a3e27117bc90e3820434a024d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-vodacom-ciot-curve-v1-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bf1f7af46eec0e92939a8b3ba51cbacd,89.0,6.0,511.0,202.0,196.0,422.0,900.0,600.0
adunit-western-union-sensory-unit-swipe-right-tap-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26e54c41e45e7bd0899b90fdacf124fd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-mouser-user-choice-v2-cpe-av-canada-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1e28a38a4e871527e62543540d0e7a7,148.0,36.0,517.0,214.0,178.0,369.0,500.0,600.0
f5f846befe806be6021ff34f9fd60547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4d26946d68754d77027cc419d36892f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-nestle-maggi-varieties-bouillon-en-ksa-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96510a48f1e13c601687e80f5d60670b,0.0,0.0,600.0,152.0,152.0,600.0,900.0,600.0
adunit-lionsgate-uwomt-user-slider-sensory-video-final-tune2-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09f35af0a30b37dce2f1a5ad7f143293,190.0,27.0,410.0,151.0,124.0,220.0,900.0,600.0
adunit-mouser-user-choice-v2-cpe-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4443d262f14a8d6d58655dcf2e8c4542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-nutrella-barrilito-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3f08e75ebd9b0ca68ffd298893647a13,0.0,0.0,600.0,500.0,500.0,600.0,500.0,600.0
c21bfafc138cf023080098b0f7a439d0,162.0,39.0,438.0,86.0,47.0,276.0,900.0,600.0
adunit-mouser-user-choice-flight4-canada-cpe-av-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-facebook-conversational-commerce-3-0-vn-unit1-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65299151bf4cbd1825d28e4a43d113ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-mouser-user-choice-cpe-canada-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-j-and-j-e-commerce-v1-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3ff8db0779a25d3a9b92aebfb0eebe69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3a2aee36af8bf076d1111a6115be31b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b7aa3693292fc7cf17f4fc1da680bf5d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
015f38df736f5a9498b18a1d12170187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db69df88f5a7b1540d4ff829bffb97f9,0.0,0.0,600.0,900.0,900.0,600.0,900.0,600.0
22c8ca74c84370214de628417aff20d6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d6875bfe73a3abc7eea25b7de121c643,0.0,0.0,600.0,132.0,132.0,600.0,900.0,600.0
6939c3f395fc2317da25fa5b19580c68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-city-square-mall-cny-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-nestle-purina-friskies-arabic-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc60737a3e2f6b713484916327764a5f,69.0,360.0,191.0,482.0,122.0,122.0,900.0,600.0
adunit-christian-dior-popup-store-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6c6774bb267182cf248fd64a5b25b59,135.0,42.0,466.0,85.0,43.0,331.0,900.0,600.0
3c99774ddf5babcf91ae21f76e9f4508,9.0,18.0,572.0,219.0,201.0,563.0,500.0,600.0
adunit-the-botanist-gin-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255d22983f0277734d8063562fad31b7,28.0,40.0,576.0,884.0,844.0,548.0,900.0,600.0
adunit-mouser-user-choice-v3-canada-cpe-av-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-heineken-sa-celebrations-bio-v2-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3ae630f06b5d395a7a0db157c2430093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4a626b2e90bd71acc2ef014c7e1123c7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-gme-sensory-video-add-unmute-button-v2-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-jaguar-nameplate-refresh-rc-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ea140a50dd4921ef96e08552e6eb9cc7,0.0,0.0,406.0,120.0,120.0,406.0,500.0,600.0
adunit-simple-feast-build-for-industry-survey-q2-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4e3305a488faf871189cce9831a6c863,189.0,638.0,451.0,819.0,181.0,262.0,900.0,600.0
495fb61f38dd39cd7fba4bb81af6c8f5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-lexus-video-carousel-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b17a1c22c7a81c721608629b84b8b80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-scotch-brite-gamification-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ff88446626571f68e23c4b07063fd806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5dea9aa4ca7a1f9a0d65d85ebece9522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2a7069f1ccdc33dd1f7a200e3026b4ad,9.0,18.0,572.0,219.0,201.0,563.0,500.0,600.0
adunit-mouser-user-choice-v3-us-cpe-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92ecf0b80b7483c89eb72a551484970a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-milk-user-slide-v1-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8d87efae84799bd340ce653954a11b1,365.0,525.0,599.0,615.0,90.0,234.0,900.0,600.0
adunit-mouser-user-choice-v2-cpe-uk-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-mouser-user-choice-cpe-uk-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75ada73f9b02a1f6e04f1bf69d5bd007,62.0,35.0,533.0,160.0,125.0,471.0,900.0,600.0
adunit-j-and-j-listerine-tonic3-exxon-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3ee05bbb667222104101da1831329c3c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b34d551e23ad7ce5a494453bcc409ccc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-mouser-user-choice-v3-us-cpe-av-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-ggpoker-gamification-user-choice-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-cartier-clash-swipe-or-tap-to-scroll-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-chevy-user-slider-seat-interior-300-600-cpe-av-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-nestle-maggi-varieties-bouillon-ar-uae-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-subway-better-for-you-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-yamaha-wolverine-user-choice-cpe-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c94556717fc1d3783d27f51ae1b5350e,30.0,30.0,172.0,93.0,63.0,142.0,500.0,600.0
adunit-ihop-ihoppy-hour-save-dollar-5-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e0b86cf99bbb9152f0d510d36f84f40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0814384db6d5dac4b55e781d99eeb4cb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0a59be2e7dd53d6de11a10ce3649c081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269d061e1b507338d8b4c69676f9ffa1,180.0,40.0,420.0,100.0,60.0,240.0,900.0,600.0
3ba7994ec2ea0b953b57457bd25ac857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76fe8ed6d5462ff2cc0ee750d2221a52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-jaguar-nameplate-refresh-rfb-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b42473e8fdb0b3d6ea798f4118ef23aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c0ccae16df156f9744c8c74e252ad00b,0.0,0.0,600.0,500.0,500.0,600.0,500.0,600.0
782fd6ca8cf0483d38a3d685a9cdb536,0.0,0.0,600.0,100.0,100.0,600.0,500.0,600.0
adunit-ihop-ihoppy-hour-mpu,0.0,0.0,600.0,500.0,500.0,600.0,500.0,600.0
f38dae81fae6d60408100503e4661ac6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424a4a0bfde5a836ed93394a8c099b17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83952985710c8e1646ac09269938e730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-western-union-sensory-unit-swipe-right-v2-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-chevy-tap-and-hold-600-1200-final-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-scotch-brite-gamification-thai-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f125ec6ad94bd7b93c1502fb7e16e2ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6befe54086758294b47addf0c12052a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ba62e65857faee399998f5d4dad7feaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-lexus-video-carousel-cpe-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d2210530c4400ba1eaf5f712b646e7e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-yamaha-x2-x4-userchoice-cpe-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05fa49d47b280182d4684b9f3358ded4,0.0,32.0,504.0,281.0,249.0,504.0,500.0,600.0
adunit-mouser-user-choice-cpe-av-canada-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-cartier-clash-swipe-or-tap-to-scroll-ch-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65d2519c16266cf9a3b1a8a3d2d82c99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28c88e21eaae4c3db86fe5a48ae9c7d5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251daf76d78711e74c9b441f4bb62834,49.0,38.0,552.0,117.0,79.0,503.0,900.0,600.0
adunit-nestle-maggi-varieties-bouillon-en-ksa-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-femsa-coca-cola-new-sugar-free-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-ihop-window4-scary-face-mob,295.0,707.0,463.0,797.0,90.0,168.0,900.0,600.0
adunit-lionsgate-uwomt-sensory-plus-tune-3-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d485045274821654173302dc5c7783c9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dd43631ca1bf97d6c4966780b1f13a87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-engagement-plus-ihop-evergreen-olo-drag-left-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-cartier-clash-swipe-or-tap-to-scroll-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42c5b4b367187c29ac8fdd78c70837d6,127.0,296.0,471.0,459.0,163.0,344.0,900.0,600.0
0736dda52dd3ef12dc4f82fb51b1becd,31.0,118.0,275.0,241.0,123.0,244.0,500.0,600.0
0301a5865ecfd7c5a1653dde10a5aedf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6ae22e38b45ebb28b3202d7cf8515ce4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a48ffcbf611f167ecbb884e807f31f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3d18cfe28f2fbadff32db07a2132e12c,89.0,6.0,511.0,202.0,196.0,422.0,900.0,600.0
698aa039cb003c1773b68cf89ab37096,186.0,815.0,445.0,900.0,85.0,259.0,900.0,600.0
adunit-yamaha-wolverine-user-choice-av-reuse-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-mouser-user-choice-v2-cpe-aus-nz-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-mouser-user-choice-v2-cpe-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-instagram-bio-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-mouser-user-choice-flight4-uk-cpe-av-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e6e771ae6f00d0f2ada4d2280cfd7740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f95ed1b647ad098a3738f1b58142decd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4f435640fb278b789726bbcd47ce5daf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-van-cleef-and-arpels-alhambra-and-frivole-q2-bio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b16e25c480f043e4be7d8e011bfa5e95,0.0,417.0,156.0,500.0,83.0,156.0,500.0,600.0
adunit-not-co-icecream-br-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3a3878c4fa9698438884f2288bdd1ea2,0.0,0.0,600.0,200.0,200.0,600.0,500.0,600.0
e1abe0c4a3df40bbb0d35d089caa13a5,0.0,0.0,600.0,200.0,200.0,600.0,500.0,600.0
65fb17277b3fbfe200f6ac90f0717c48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
085e477e7aa74fc3a222bcb4385000be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-lionsgate-spiral-new-2-puzzle-v5-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06162b54235c76bfc73c297dd000614a,0.0,0.0,598.0,895.0,895.0,598.0,900.0,600.0
adunit-windhoek-beer-year-end-2021-bio-v1-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3d8be6f0a1e1c248a02befc0dd3f6bec,0.0,0.0,600.0,900.0,900.0,600.0,900.0,600.0
2b7e702f208b7fd60d15d0bdadd269f4,0.0,785.0,600.0,862.0,77.0,600.0,900.0,600.0
fac33ac29ac616dfa0053558c1a3c03c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-mouser-user-choice-flight4-uk-cpe-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca1d489a0c1849845cb7144e51b0a7a1,206.0,25.0,401.0,73.0,48.0,195.0,500.0,600.0
adunit-lionsgate-moonfall-parallax-dec-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2842f18b64fb7ac0661021da97de0def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-ge-biofuel-userchoice-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4247849793e2e0d3082ee5151a7e9416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c38c56f98c1db74d1f613ec31d8bcf75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b046eee3c13e2f88aba3c40743093d13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-doritos-niknaks-v1-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9d7dacc59d5bfde6cfaa17d2604ae9d5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43a29939d9ac51d99f5e3b4822914efe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21d4924d608d1258ea35a53b314660bc,88.0,199.0,513.0,251.0,52.0,425.0,500.0,600.0
c4b651056516bc245b6b0dd78c2b192c,22.0,720.0,578.0,753.0,33.0,556.0,900.0,600.0
406833de6c44d0a19ab9db1559828563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ec53b0973db5a35d83fd5bb009802bdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
050fd94fd028e2b766dcbfa5a9586d2c,348.0,587.0,576.0,702.0,115.0,228.0,900.0,600.0
95585c17779c722e67067c189cf15d63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6525e69f4bbebe1b522d463080006ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-chevy-panoramic-hotspot-explorer-cpe-av-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3bc12d2bdea947d4502e885b6d9aa442,0.0,278.0,600.0,406.0,128.0,600.0,900.0,600.0
adunit-grofers-veggies-noodles-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-ge-biofuel-userchoice-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c911bb936656e056779e31c273417b46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437ff18f66a2e2351c45582104ec8b65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00dfe88c4d3fb60793765d314bf24b7c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-not-co-icecream-br-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3f435a895024e81fd5126354c7972b0f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-mouser-user-choice-flight4-canada-cpe-av-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-engagement-plus-ihop-evergreen-olo-drag-right-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d37f1a5e7d90e81756244e1bff3141bc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ee5f0e9c4a1296a30944be613ab2028c,230.0,48.0,370.0,93.0,45.0,140.0,900.0,600.0
ecc6562c52ea0a03f794e7cec023bd0b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0b1ee11406e97cc6fb4229deeb19e6b7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00508a6979fdd9c2e5f8c68bfefe5f71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ae30ff3cae1f369954f5e91499b9e515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6d72ce3e20781f20fb420b30d3dd8b0e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
af2eecc9194b8e3596bdb9d669f61715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fef95c5e1ee5bc235b56d7c508d3bcd0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-milk-user-slide-v2-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-chevy-tap-and-hold-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-mouser-user-choice-flight4-canada-cpe-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-yamaha-sensory-plus-video-mpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adunit-lexus-video-carousel-mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
